1,10.2196/24356,https://www.jmir.org/2021/1/e24356/,https://www.jmir.org:443/2021/1/e24356/,true
1,10.2196/27681,https://www.jmir.org/2021/8/e27681,https://www.jmir.org/2021/8/e27681,true
1,10.2196/jmir.7463,https://www.jmir.org/2017/5/e147,https://www.jmir.org:443/2017/5/e147/,true
1,10.2196/jmir.7981,https://www.jmir.org/2017/10/e358,https://www.jmir.org:443/2017/10/e358/,true
1,10.2196/jmir.9003,https://www.jmir.org/2018/2/e73,https://www.jmir.org:443/2018/2/e73/,true
2,10.2196/17697,https://www.researchprotocols.org/2020/7/e17697/,https://www.researchprotocols.org/2020/7/e17697,true
2,10.2196/21100,https://www.researchprotocols.org/2020/10/e21100,https://www.researchprotocols.org:443/2020/10/e21100/,true
2,10.2196/28155,https://www.researchprotocols.org/2021/4/e28155,https://www.researchprotocols.org/2021/4/e28155,true
2,10.2196/resprot.6543,https://www.researchprotocols.org/2016/4/e224/,https://www.researchprotocols.org:443/2016/4/e224/,true
2,10.2196/resprot.8289,https://www.researchprotocols.org/2017/11/e236/,https://www.researchprotocols.org:443/2017/11/e236/,true
3,10.2196/13978,https://mhealth.jmir.org/2019/10/e13978,https://mhealth.jmir.org:443/2019/10/e13978/,true
3,10.2196/16409,https://mhealth.jmir.org/2020/1/e16409/,https://mhealth.jmir.org:443/2020/1/e16409/,true
3,10.2196/18809,https://mhealth.jmir.org/2020/11/e18809,https://mhealth.jmir.org/2020/11/e18809,true
3,10.2196/20099,https://mhealth.jmir.org/2020/10/e20099/tweetations,https://mhealth.jmir.org:443/2020/10/e20099/,true
3,10.2196/22733,https://mhealth.jmir.org/2020/10/e22733/,https://mhealth.jmir.org:443/2020/10/e22733/,true
4,10.2196/25226,https://games.jmir.org/2020/4/e25226/,https://games.jmir.org:443/2020/4/e25226/,true
4,10.2196/games.4187,https://games.jmir.org/2015/2/e4,https://games.jmir.org:443/2015/2/e4/,true
5,10.2196/13139,https://medinform.jmir.org/2019/3/e13139?utm_source=TrendMD&utm_medium=cpc&utm_campaign=JMIR_TrendMD_0,https://medinform.jmir.org:443/2019/3/e13139/,true
5,10.2196/17784,https://medinform.jmir.org/2020/7/e17784,https://medinform.jmir.org/2020/7/e17784,true
5,10.2196/22491,https://medinform.jmir.org/2021/7/e22491,https://medinform.jmir.org/2021/7/e22491,true
5,10.2196/22508,https://medinform.jmir.org/2020/11/e22508,https://medinform.jmir.org:443/2020/11/e22508/,true
