journal_id,doi,url,doi resolves to,domain match
,10.2196/jmir.5991,https://www.jmir.org/2016/10/e270,https://www.jmir.org:443/2016/10/e270/,true
1,10.2196/24356,https://www.jmir.org/2021/1/e24356/,https://www.jmir.org:443/2021/1/e24356/,true
1,10.2196/27681,https://www.jmir.org/2021/8/e27681,https://www.jmir.org/2021/8/e27681,true
1,10.2196/jmir.7463,https://www.jmir.org/2017/5/e147,https://www.jmir.org:443/2017/5/e147/,true
1,10.2196/jmir.7981,https://www.jmir.org/2017/10/e358,https://www.jmir.org:443/2017/10/e358/,true
1,10.2196/jmir.9003,https://www.jmir.org/2018/2/e73,https://www.jmir.org:443/2018/2/e73/,true
2,10.2196/17697,https://www.researchprotocols.org/2020/7/e17697/,https://www.researchprotocols.org/2020/7/e17697,true
2,10.2196/21100,https://www.researchprotocols.org/2020/10/e21100,https://www.researchprotocols.org:443/2020/10/e21100/,true
2,10.2196/28155,https://www.researchprotocols.org/2021/4/e28155,https://www.researchprotocols.org/2021/4/e28155,true
2,10.2196/resprot.6543,https://www.researchprotocols.org/2016/4/e224/,https://www.researchprotocols.org:443/2016/4/e224/,true
2,10.2196/resprot.8289,https://www.researchprotocols.org/2017/11/e236/,https://www.researchprotocols.org:443/2017/11/e236/,true
3,10.2196/13978,https://mhealth.jmir.org/2019/10/e13978,https://mhealth.jmir.org:443/2019/10/e13978/,true
3,10.2196/16409,https://mhealth.jmir.org/2020/1/e16409/,https://mhealth.jmir.org:443/2020/1/e16409/,true
3,10.2196/18809,https://mhealth.jmir.org/2020/11/e18809,https://mhealth.jmir.org/2020/11/e18809,true
3,10.2196/20099,https://mhealth.jmir.org/2020/10/e20099/tweetations,https://mhealth.jmir.org:443/2020/10/e20099/,true
3,10.2196/22733,https://mhealth.jmir.org/2020/10/e22733/,https://mhealth.jmir.org:443/2020/10/e22733/,true
4,10.2196/25226,https://games.jmir.org/2020/4/e25226/,https://games.jmir.org:443/2020/4/e25226/,true
4,10.2196/games.4187,https://games.jmir.org/2015/2/e4,https://games.jmir.org:443/2015/2/e4/,true
5,10.2196/13139,https://medinform.jmir.org/2019/3/e13139?utm_source=TrendMD&utm_medium=cpc&utm_campaign=JMIR_TrendMD_0,https://medinform.jmir.org:443/2019/3/e13139/,true
5,10.2196/17784,https://medinform.jmir.org/2020/7/e17784,https://medinform.jmir.org/2020/7/e17784,true
5,10.2196/22491,https://medinform.jmir.org/2021/7/e22491,https://medinform.jmir.org/2021/7/e22491,true
5,10.2196/22508,https://medinform.jmir.org/2020/11/e22508,https://medinform.jmir.org:443/2020/11/e22508/,true
5,10.2196/23586,https://medinform.jmir.org/2021/5/e23586/,https://medinform.jmir.org/2021/5/e23586,true
39,10.2217/hep-2017-0011,https://www.futuremedicine.com/doi/abs/10.2217/hep-2017-0011,https://www.futuremedicine.com/doi/10.2217/hep-2017-0011,true
43,10.1155/2014/191267,https://www.hindawi.com/journals/srp/2014/191267/,https://www.hindawi.com:443/journals/srp/2014/191267/,true
43,10.1155/2014/420892,https://www.hindawi.com/journals/srp/2014/420892/,https://www.hindawi.com:443/journals/srp/2014/420892/,true
43,10.1155/2014/438076,https://www.hindawi.com/journals/srp/2014/438076/,https://www.hindawi.com:443/journals/srp/2014/438076/,true
43,10.1155/2015/398549,https://www.hindawi.com/journals/srp/2015/398549/,https://www.hindawi.com:443/journals/srp/2015/398549/,true
43,10.1155/2015/628705,https://www.hindawi.com/journals/srp/2015/628705/,https://www.hindawi.com:443/journals/srp/2015/628705/,true
50,10.3390/photonics3040063,http://www.mdpi.com/2304-6732/3/4/63,https://www.mdpi.com/2304-6732/3/4/63,true
50,10.3390/photonics4010003,http://www.mdpi.com/2304-6732/4/1/3?utm_source=dlvr.it&utm_medium=facebook,https://www.mdpi.com/2304-6732/4/1/3,true
50,10.3390/photonics4020038,http://www.mdpi.com/2304-6732/4/2/38,https://www.mdpi.com/2304-6732/4/2/38,true
50,10.3390/photonics5020008,http://www.mdpi.com/2304-6732/5/2/8,https://www.mdpi.com/2304-6732/5/2/8,true
50,10.3390/photonics7020029,https://www.mdpi.com/2304-6732/7/2/29,https://www.mdpi.com/2304-6732/7/2/29,true
59,10.1146/annurev-vi-1-091714-100011,http://www.annualreviews.org/abs/doi/10.1146/annurev-vi-1-091714-100011,https://www.annualreviews.org/doi/10.1146/annurev-vi-1-091714-100011,true
59,10.1146/annurev-virology-031413-085548,http://www.annualreviews.org/abs/doi/10.1146/annurev-virology-031413-085548,https://www.annualreviews.org/doi/10.1146/annurev-virology-031413-085548,true
59,10.1146/annurev-virology-091919-070225,https://www.annualreviews.org/doi/full/10.1146/annurev-virology-091919-070225,https://www.annualreviews.org/doi/10.1146/annurev-virology-091919-070225,true
59,10.1146/annurev-virology-091919-102021,https://www.annualreviews.org/doi/full/10.1146/annurev-virology-091919-102021,https://www.annualreviews.org/doi/10.1146/annurev-virology-091919-102021,true
59,10.1146/annurev-virology-101416-041742,https://www.annualreviews.org/doi/full/10.1146/annurev-virology-101416-041742#abstractSection,https://www.annualreviews.org/doi/10.1146/annurev-virology-101416-041742,true
77,10.1107/S2052252514020351,https://journals.iucr.org/m/issues/2014/06/00/bi5036/index.html?utm_source=TrendMD&utm_medium=cpc&utm_campaign=IUCrJ_TrendMD_0,https://journals.iucr.org/m/issues/2014/06/00/bi5036/index.html,true
77,10.1107/S2052252514021101,https://journals.iucr.org/m/issues/2014/06/00/hf5270/index.html,https://journals.iucr.org/m/issues/2014/06/00/hf5270/index.html,true
77,10.1107/S2052252516002980,https://journals.iucr.org/m/issues/2016/03/00/mf5014/index.html,https://journals.iucr.org/m/issues/2016/03/00/mf5014/index.html,true
77,10.1107/S205225251601808X,https://journals.iucr.org/m/issues/2017/01/00/lc5069/index.html,https://journals.iucr.org/m/issues/2017/01/00/lc5069/index.html,true
77,10.1107/S2052252517003591,https://journals.iucr.org/m/issues/2017/03/00/it5009/index.html,https://journals.iucr.org/m/issues/2017/03/00/it5009/index.html,true
78,10.1146/annurev-st-06-120318-100001,https://www.annualreviews.org/doi/full/10.1146/annurev-st-06-120318-100001,https://www.annualreviews.org/doi/10.1146/annurev-st-06-120318-100001,true
78,10.1146/annurev-statistics-010814-020201,http://www.annualreviews.org/abs/doi/10.1146/annurev-statistics-010814-020201,https://www.annualreviews.org/doi/10.1146/annurev-statistics-010814-020201,true
78,10.1146/annurev-statistics-010814-020403,http://www.annualreviews.org/abs/doi/10.1146/annurev-statistics-010814-020403,https://www.annualreviews.org/doi/10.1146/annurev-statistics-010814-020403,true
78,10.1146/annurev-statistics-022513-115545,http://www.annualreviews.org/abs/doi/10.1146/annurev-statistics-022513-115545,https://www.annualreviews.org/doi/10.1146/annurev-statistics-022513-115545,true
78,10.1146/annurev-statistics-022513-115643,http://www.annualreviews.org/abs/doi/10.1146/annurev-statistics-022513-115643,https://www.annualreviews.org/doi/10.1146/annurev-statistics-022513-115643,true
82,10.1107/S2053273313023887,http://onlinelibrary.wiley.com/iucr/10.1107/S2053273313023887/full?sentby=iucr,https://scripts.iucr.org/cgi-bin/paper?S2053273313023887,false
82,10.1107/S2053273315024390,http://onlinelibrary.wiley.com/iucr/10.1107/S2053273315024390;jsessionid=6FACB100A7E6862743D6A66E0B92D631.f04t03,https://scripts.iucr.org/cgi-bin/paper?S2053273315024390,false
82,10.1107/S205327331502450X,http://onlinelibrary.wiley.com/iucr/10.1107/S205327331502450X/full?sentby=iucr,https://scripts.iucr.org/cgi-bin/paper?S205327331502450X,false
82,10.1107/S2053273316018696,http://onlinelibrary.wiley.com/iucr/10.1107/S2053273316018696,https://scripts.iucr.org/cgi-bin/paper?S2053273316018696,false
82,10.1107/S205327331700122X,http://onlinelibrary.wiley.com/iucr/10.1107/S205327331700122X/full?sentby=iucr,https://scripts.iucr.org/cgi-bin/paper?S205327331700122X,false
87,10.1155/2014/127471,https://www.hindawi.com/journals/jsm/2014/127471/,https://www.hindawi.com:443/journals/jsm/2014/127471/,true
87,10.1155/2015/389831,https://www.hindawi.com/journals/jsm/2015/389831/,https://www.hindawi.com:443/journals/jsm/2015/389831/,true
87,10.1155/2016/3968393,https://www.hindawi.com/journals/jsm/2016/3968393/,https://www.hindawi.com/journals/jsm/2016/3968393/,true
88,10.1155/2014/279273,https://www.hindawi.com/journals/ijrmed/2014/279273/,https://www.hindawi.com:443/journals/ijrmed/2014/279273/,true
88,10.1155/2016/6072437,https://www.hindawi.com/journals/ijrmed/2016/6072437/,https://www.hindawi.com:443/journals/ijrmed/2016/6072437/,true
141,10.3402/tdp.v3.25452,http://www.translationaldevelopmentalpsychiatry.net/index.php/tdp/article/view/25452,https://www.tandfonline.com/doi/full/10.3402/tdp.v3.25452,false
149,10.3390/vaccines1030367,http://www.mdpi.com/2076-393X/1/3/367?utm_source=trendmdwidget&utm_medium=cpc&utm_campaign=trendmd,https://www.mdpi.com/2076-393X/1/3/367,true
149,10.3390/vaccines7030086,https://www.mdpi.com/2076-393X/7/3/86,https://www.mdpi.com/2076-393X/7/3/86,true
149,10.3390/vaccines8010023,https://www.mdpi.com/2076-393X/8/1/23,https://www.mdpi.com/2076-393X/8/1/23,true
149,10.3390/vaccines8020246,https://www.mdpi.com/2076-393X/8/2/246,https://www.mdpi.com/2076-393X/8/2/246,true
149,10.3390/vaccines8020304,https://www.mdpi.com/2076-393X/8/2/304,https://www.mdpi.com/2076-393X/8/2/304,true
152,10.3390/medsci2010051,http://www.mdpi.com/2076-3271/2/1/51?utm_source=trendmdwidget&utm_medium=cpc&utm_campaign=trendmd,https://www.mdpi.com/2076-3271/2/1/51,true
152,10.3390/medsci2030140,http://www.mdpi.com/2076-3271/2/3/140?utm_source=trendmdwidget&utm_medium=cpc&utm_campaign=trendmd,https://www.mdpi.com/2076-3271/2/3/140,true
152,10.3390/medsci6030079,https://www.mdpi.com/2076-3271/6/3/79,https://www.mdpi.com/2076-3271/6/3/79,true
152,10.3390/medsci8010005,https://www.mdpi.com/2076-3271/8/1/5,https://www.mdpi.com/2076-3271/8/1/5,true
152,10.3390/medsci9020024,https://www.mdpi.com/2076-3271/9/2/24,https://www.mdpi.com/2076-3271/9/2/24,true
156,10.1155/2014/624930,https://www.hindawi.com/journals/jbm/2014/624930/,https://www.hindawi.com/journals/jbm/2014/624930/,true
156,10.1155/2016/1274603,https://www.hindawi.com/journals/jbm/2016/1274603/,https://www.hindawi.com/journals/jbm/2016/1274603/,true
169,10.1155/2013/549058,https://www.hindawi.com/journals/jvm/2013/549058/,https://www.hindawi.com/journals/jvm/2013/549058/,true
169,10.1155/2014/584945,https://www.hindawi.com/journals/jvm/2014/584945/,https://www.hindawi.com/journals/jvm/2014/584945/,true
169,10.1155/2015/152730,https://www.hindawi.com/journals/jvm/2015/152730/,https://www.hindawi.com/journals/jvm/2015/152730/,true
169,10.1155/2016/3420245,https://www.hindawi.com/journals/jvm/2016/3420245/,https://www.hindawi.com/journals/jvm/2016/3420245/,true
169,10.1155/2017/3102567,https://www.hindawi.com/journals/jvm/2017/3102567/,https://www.hindawi.com/journals/jvm/2017/3102567/,true
177,10.1155/2013/142670,https://www.hindawi.com/journals/ijbd/2013/142670/,https://www.hindawi.com/journals/ijbd/2013/142670/,true
177,10.1155/2013/196527,https://www.hindawi.com/journals/ijbd/2013/196527/,https://www.hindawi.com/journals/ijbd/2013/196527/,true
177,10.1155/2013/715460,https://www.hindawi.com/journals/ijbd/2013/715460/,https://www.hindawi.com/journals/ijbd/2013/715460/,true
177,10.1155/2014/903898,https://www.hindawi.com/journals/ijbd/2014/903898/,https://www.hindawi.com/journals/ijbd/2014/903898/,true
181,10.1155/2013/585931,https://www.hindawi.com/journals/ijfs/2013/585931/,https://www.hindawi.com:443/journals/ijfs/2013/585931/,true
181,10.1155/2014/283614,https://www.hindawi.com/journals/ijfs/2014/283614/,https://www.hindawi.com:443/journals/ijfs/2014/283614/,true
181,10.1155/2014/310852,https://www.hindawi.com/journals/ijfs/2014/310852/,https://www.hindawi.com:443/journals/ijfs/2014/310852/,true
181,10.1155/2014/564564,https://www.hindawi.com/journals/ijfs/2014/564564/,https://www.hindawi.com:443/journals/ijfs/2014/564564/,true
181,10.1155/2015/164143,https://www.hindawi.com/journals/ijfs/2015/164143/,https://www.hindawi.com:443/journals/ijfs/2015/164143/,true
198,10.3390/microorganisms6010025,http://www.mdpi.com/2076-2607/6/1/25,https://www.mdpi.com/2076-2607/6/1/25,true
198,10.3390/microorganisms8010084,https://www.mdpi.com/2076-2607/8/1/84,https://www.mdpi.com/2076-2607/8/1/84,true
198,10.3390/microorganisms8020151,https://www.mdpi.com/2076-2607/8/2/151,https://www.mdpi.com/2076-2607/8/2/151,true
198,10.3390/microorganisms8020201,https://www.mdpi.com/2076-2607/8/2/201,https://www.mdpi.com/2076-2607/8/2/201,true
198,10.3390/microorganisms8050756,https://www.mdpi.com/2076-2607/8/5/756,https://www.mdpi.com/2076-2607/8/5/756,true
